ID,Number_Of_Wins_This_Season,Number_Of_First_Round_Draft_Picks,Average_Player_Age,Number_Of_Injured_Players,Coach_Experience_Level,Won_Championship
3716,14,3,27,5,3,B
2354,16,2,26,4,2,A
8678,11,1,27,8,2,A
5963,14,2,27,4,2,B
4627,12,2,26,8,2,A
1558,14,2,26,5,2,B
8503,14,2,26,5,2,A
2140,14,3,26,7,2,B
7963,13,2,26,6,2,B
3654,16,4,25,8,2,A
4256,13,2,26,5,2,A
8709,14,3,27,8,2,B
4673,14,2,27,4,2,B
9158,15,3,26,6,2,B
9906,12,3,26,5,3,B
9649,13,2,26,6,1,A
2118,15,2,27,4,2,B
5743,14,3,27,6,2,B
6175,12,3,25,7,3,B
4144,14,3,26,7,2,A
7312,15,2,27,7,2,B
9460,15,2,26,5,2,A
3899,15,2,26,6,2,B
3244,14,3,26,6,3,A
7805,14,2,26,5,2,A
6195,12,2,26,8,1,A
3441,11,1,26,2,2,B
999,13,2,26,5,2,B
8777,14,2,26,7,2,A
8226,15,3,25,6,2,B
317,15,2,26,4,2,B
2609,14,2,27,5,2,B
3368,15,2,26,4,2,A
1534,14,2,26,7,2,B
2696,13,2,27,7,2,A
4401,14,2,26,7,2,A
8343,13,2,26,5,2,B
398,13,2,27,6,2,A
6092,17,3,25,4,2,A
4922,13,3,27,6,3,B
7298,14,3,26,6,3,B
3101,14,3,26,6,2,A
786,13,2,27,8,2,A
5937,13,2,26,7,1,A
8799,14,3,26,6,2,B
2011,14,3,26,6,2,B
5180,15,2,27,4,2,B
58,15,2,26,3,2,A
6249,13,1,26,6,1,A
5621,13,2,27,5,2,B
3982,16,3,25,4,2,A
1765,12,2,27,7,2,A
4599,14,2,26,6,1,A
9585,14,2,27,4,2,A
6414,16,3,25,3,2,A
4471,15,2,26,5,2,B
2459,14,2,26,5,2,A
2471,15,2,27,5,2,B
8054,13,2,27,2,2,B
4445,14,2,26,7,2,A
9455,14,3,26,5,3,B
4416,13,2,27,6,2,A
575,15,2,26,5,2,B
2206,14,3,26,6,3,A
1302,14,3,26,6,2,A
1353,15,2,27,5,2,B
2769,13,3,27,7,2,B
459,17,2,26,1,2,A
2306,16,2,27,5,1,B
6905,15,3,26,7,2,A
1176,14,2,27,5,2,B
6114,15,2,27,5,2,B
5855,12,2,26,5,3,B
1021,14,3,26,6,2,B
2994,15,3,25,6,2,B
8248,15,2,26,3,2,A
3624,13,2,26,5,3,B
1731,15,2,26,4,2,A
2336,14,3,26,6,3,B
1263,15,3,26,4,2,A
957,14,2,27,4,2,B
1771,15,3,25,6,2,A
3673,13,2,26,3,3,B
535,14,2,26,5,2,A
9596,16,3,25,5,2,A
7299,16,2,25,4,2,A
8523,13,2,27,4,2,B
3294,14,2,26,6,2,A
44,13,3,27,6,3,B
2704,17,2,26,1,2,A
9956,13,2,26,6,2,A
1894,15,2,27,7,2,B
7779,14,2,26,6,2,A
2234,14,2,26,7,2,A
3035,14,2,27,5,2,B
793,14,2,26,4,2,B
4383,14,3,26,6,2,B
4349,12,2,27,5,2,B
5096,16,3,26,5,2,A
7663,15,3,26,5,2,A
4614,14,2,26,6,2,B
6326,14,3,27,5,3,B
2646,15,2,26,5,2,B
7059,12,2,27,5,3,B
1476,14,2,26,5,2,A
7562,13,2,26,5,2,B
1743,16,3,26,4,2,A
5118,14,3,26,5,3,A
2308,15,2,27,5,2,B
1212,12,1,27,7,2,A
7577,11,1,28,6,1,A
6261,14,3,26,5,2,B
4020,15,3,26,5,2,B
3729,14,2,26,7,2,A
7989,13,2,27,7,2,B
2109,12,2,26,6,3,B
2953,15,2,27,5,2,B
9256,14,2,27,6,2,B
8354,15,2,26,5,2,A
860,15,2,26,4,2,A
9736,13,2,27,5,2,B
402,15,2,26,5,2,A
1239,16,2,25,4,2,A
1702,12,1,27,7,2,A
8760,15,2,27,3,2,A
2977,15,3,26,6,2,B
8221,11,3,26,5,3,B
5749,12,2,27,4,2,B
1146,13,2,26,6,2,B
7101,13,2,27,6,2,A
5077,15,2,27,6,2,B
9446,14,2,27,6,2,B
3331,14,3,26,6,2,A
6448,14,2,26,6,2,B
1805,14,2,27,4,3,B
9205,14,2,27,6,2,B
6348,14,2,26,6,2,A
4613,15,3,26,7,2,B
4271,16,3,27,6,2,B
9154,14,2,27,4,2,B
5774,14,2,27,5,2,A
6333,14,2,26,6,2,B
2550,15,3,25,6,2,A
6635,15,3,26,6,3,B
4267,14,2,25,7,1,A
7841,14,3,27,6,2,B
4913,13,2,26,5,2,B
7563,16,3,26,3,2,B
291,15,3,27,5,3,B
4597,14,1,27,4,1,A
4353,11,1,27,7,2,A
1269,13,3,26,5,3,B
7591,15,2,26,4,2,A
2150,14,2,26,5,1,A
6820,15,2,26,4,2,A
7979,13,3,27,6,3,B
6441,15,3,26,8,2,B
6557,15,3,26,6,2,B
705,15,2,27,5,2,B
7112,16,3,27,6,2,B
8256,12,2,27,8,2,A
3306,15,2,26,5,1,B
9449,14,3,26,7,3,B
725,15,2,27,4,2,B
17,12,2,27,5,3,B
3033,13,3,26,8,2,B
7632,11,1,27,7,1,A
3738,14,2,26,4,2,A
1458,15,3,26,5,2,A
3376,14,3,26,7,2,A
2601,14,2,26,5,2,A
4375,15,3,26,6,3,A
59,16,3,25,4,2,A
3108,14,2,26,7,2,A
7467,12,2,27,7,2,A
6178,17,3,25,2,3,A
8292,13,2,27,7,2,A
4173,14,3,26,6,2,A
2045,14,2,27,4,2,A
3458,13,2,27,6,2,B
1278,15,2,27,5,2,B
4205,13,2,27,8,2,A
1185,14,3,26,7,2,B
5902,16,3,26,7,2,B
3047,14,2,26,6,1,A
6875,16,2,27,5,2,A
1832,15,3,26,5,2,A
673,14,2,26,7,1,A
4115,13,2,27,5,2,A
3573,14,2,26,6,2,B
5464,13,3,26,7,2,B
9052,12,2,26,4,2,B
7004,14,2,27,5,2,A
586,13,3,26,8,2,B
4506,15,2,26,6,2,B
3226,14,2,26,5,2,A
962,14,3,26,6,2,B
7085,12,1,28,6,1,A
4964,15,3,27,5,2,A
3383,13,2,26,7,1,A
7825,14,3,26,6,2,B
3107,13,3,26,7,3,B
8903,14,2,27,6,2,A
4084,14,2,26,3,2,A
9936,15,3,27,6,2,B
2470,16,3,26,4,3,A
7976,13,2,26,4,2,B
8962,13,3,26,7,3,B
1595,16,3,25,5,2,A
8528,14,2,26,6,2,A
1584,14,2,26,4,2,B
4992,14,3,26,6,2,B
6985,12,1,26,5,2,B
1045,13,2,27,5,2,B
7772,16,2,25,5,2,A
43,14,3,26,6,3,B
7230,15,3,27,7,2,B
2023,10,1,28,9,1,A
1424,12,2,27,8,2,A
6442,11,2,27,4,3,B
365,15,2,26,4,2,B
3053,14,2,27,4,2,B
4773,14,2,27,7,2,A
7480,12,2,27,7,2,A
6083,14,2,27,5,2,A
888,15,3,26,6,2,B
8990,13,2,26,8,1,A
3929,13,3,26,6,3,B
3514,13,2,27,7,2,A
2640,15,3,26,5,2,A
6722,12,1,27,3,2,B
1675,14,3,26,6,3,A
5360,14,1,27,4,1,B
5183,13,2,26,5,2,B
2405,14,2,26,7,2,B
4938,15,2,26,4,2,A
9454,13,2,27,6,2,A
8305,14,2,26,6,2,B
8773,14,3,25,8,2,A
8655,14,2,27,5,2,A
7922,15,2,27,3,2,A
8231,13,2,27,6,2,A
6410,14,3,26,7,3,B
9800,13,2,27,5,2,B
9254,14,1,27,4,1,A
8771,16,3,26,4,2,A
1709,14,3,26,5,2,B
9555,14,2,27,4,2,A
7405,16,2,26,2,2,A
8282,15,2,27,5,2,B
101,14,2,27,5,2,A
6919,12,1,27,6,2,A
8702,14,2,26,5,2,B
2049,14,1,26,6,1,A
8942,14,2,27,5,2,A
552,13,2,27,5,2,B
850,16,3,26,4,3,A
4295,15,2,27,3,2,A
4342,15,3,26,4,2,A
1477,16,2,26,4,2,A
4667,13,1,27,6,1,A
1549,13,2,26,6,2,B
8458,14,2,27,5,2,A
1407,13,2,26,7,2,B
5003,14,2,27,5,2,A
7487,12,2,27,7,2,A
4446,14,3,25,5,2,B
4370,13,1,27,7,1,A
6454,15,2,26,5,2,B
6299,13,1,27,4,2,B
9978,13,2,26,6,2,A
4443,15,3,25,6,2,A
2624,14,2,26,6,2,A
8385,13,2,26,9,2,A
7846,15,2,27,5,2,B
1792,15,3,26,7,2,B
8361,14,2,26,4,2,A
1681,15,2,26,5,1,B
130,15,2,26,5,2,A
9805,16,3,26,5,2,A
9627,12,3,26,7,3,B
9963,14,2,27,5,2,A
3074,15,2,26,5,2,A
4199,14,1,27,3,2,B
5156,14,1,27,4,1,A
4332,14,2,26,6,1,A
5991,13,2,27,7,2,A
8272,13,2,27,5,2,B
667,13,2,26,7,2,A
3556,12,3,26,7,3,B
3883,12,3,26,7,3,B
958,15,2,26,4,2,A
2685,15,3,26,6,2,B
4458,14,3,27,7,3,B
9030,14,2,27,5,2,A
1337,14,2,27,6,2,A
4159,14,2,26,4,2,A
4372,14,2,27,4,2,B
7015,15,2,26,5,1,B
2559,16,2,26,3,2,A
9105,14,2,26,6,2,B
4412,14,2,26,6,2,B
6744,16,2,26,4,2,A
2389,13,2,27,5,2,A
8704,13,2,27,6,2,B
2695,12,1,27,7,1,A
6103,15,2,26,4,1,A
5486,13,2,27,7,2,A
4070,15,3,26,6,2,B
1426,12,2,27,7,2,A
3490,13,2,26,4,2,B
81,13,2,27,7,2,A
9334,13,2,27,6,2,A
918,12,2,26,2,3,B
1918,14,2,27,5,2,B
5004,14,3,26,6,3,B
3341,17,3,25,3,2,B
4297,13,3,26,6,2,B
828,15,2,26,4,2,A
2331,14,2,26,4,2,B
9643,16,3,25,6,2,B
7028,13,3,26,8,3,A
3671,15,2,26,5,2,A
9452,15,3,25,7,2,B
8050,13,2,26,7,2,A
7892,15,2,27,5,2,B
5655,13,1,27,5,2,B
1843,14,2,26,4,2,B
6451,17,2,25,3,2,A
8550,14,3,26,6,2,B
1202,15,2,27,5,2,B
1324,12,3,26,7,3,B
1704,14,2,26,6,1,A
8206,14,3,26,6,3,B
3917,13,2,26,4,2,B
5104,16,2,26,2,2,A
4032,13,2,27,4,2,B
7650,13,2,26,5,2,B
7350,15,2,26,4,2,A
9697,13,2,27,6,2,A
2000,14,3,27,6,3,A
3096,16,2,27,4,2,B
2969,13,2,26,6,2,B
7725,15,2,26,5,2,A
1348,14,2,27,5,2,B
1248,12,3,26,5,3,B
2731,13,1,27,5,1,B
9458,14,2,27,4,2,B
8659,15,1,27,3,1,A
8800,14,3,26,4,3,B
784,13,2,26,7,1,A
3911,13,2,27,5,3,B
9306,13,2,26,6,2,B
2859,15,2,27,6,2,B
7000,14,2,26,6,2,A
5037,12,3,26,7,3,B
9355,15,2,26,5,2,A
3863,14,2,27,6,2,B
3114,13,3,26,6,2,B
8944,13,2,27,6,2,A
8536,14,3,26,6,2,A
9908,12,2,27,8,2,A
2367,15,3,26,6,2,A
6681,15,2,26,4,2,A
7738,13,1,26,7,1,A
4013,13,1,27,4,2,A
7288,13,2,27,4,2,B
8018,14,2,26,7,1,A
8196,14,2,27,6,2,B
9294,16,4,25,9,2,B
8125,13,2,27,6,2,A
1794,13,2,27,6,2,A
9444,12,2,25,4,2,B
6612,14,2,26,5,2,A
2067,15,2,26,5,2,B
8467,15,2,26,5,2,A
1159,14,2,25,7,2,A
2874,14,2,26,7,2,A
9536,12,1,26,8,1,A
5863,13,1,26,6,1,A
5921,14,2,27,3,2,B
7090,16,3,25,3,2,A
7601,16,3,26,5,2,A
7808,13,2,26,4,2,B
2291,14,2,26,6,2,B
9964,12,2,26,5,3,B
8329,14,2,27,5,2,A
3887,14,2,26,4,2,A
9445,12,2,26,6,2,B
9321,12,1,27,3,2,B
278,13,3,26,8,3,B
85,13,4,26,5,3,B
1188,14,3,26,5,3,B
5955,13,2,26,7,2,B
4304,16,3,26,5,2,A
4590,15,2,26,3,2,A
2250,15,2,27,5,2,B
9765,13,2,26,5,2,B
746,12,1,27,6,1,A
5358,14,1,27,4,1,A
1072,14,2,26,5,2,A
1312,15,2,26,4,2,A
3210,14,2,26,7,2,A
7233,14,3,26,5,3,B
4292,13,1,27,5,2,A
7162,16,2,25,3,2,A
5010,15,3,26,8,3,B
501,14,2,26,4,2,B
166,14,2,26,6,2,B
1975,15,2,26,2,2,A
6643,15,2,27,4,2,B
1515,13,1,26,5,1,A
4854,15,2,26,4,1,A
8811,15,2,27,4,2,A
7885,14,2,26,5,2,A
4006,14,2,27,5,2,A
9004,12,1,27,7,1,A
21,13,2,27,6,2,A
1928,14,1,26,5,1,A
7518,15,3,25,6,2,A
7331,13,2,27,8,2,A
1744,15,3,26,6,3,A
2551,14,2,26,6,2,A
7912,13,2,26,5,2,B
4223,16,3,26,3,2,A
9716,14,2,26,5,2,A
96,15,2,26,5,2,B
6947,14,1,26,5,1,A
8058,16,2,26,4,2,A
5352,16,2,27,5,1,B
7870,14,2,26,7,2,A
4364,13,1,27,4,2,B
1559,13,2,27,5,2,B
5467,16,3,26,5,2,B
4888,15,3,25,6,2,A
6112,13,2,27,6,2,A
8321,13,2,26,6,2,B
1535,15,2,26,5,1,A
4698,12,2,26,4,3,B
2973,16,2,26,6,1,B
794,15,2,26,6,2,B
4518,15,2,26,5,1,A
7216,15,2,26,5,2,A
4422,14,2,26,5,1,A
1906,16,2,26,3,2,A
1533,13,3,26,6,3,B
4563,13,2,27,5,3,B
2235,14,2,27,6,2,A
9563,15,2,26,6,2,B
2395,15,2,27,4,2,B
4649,15,2,26,5,2,A
9698,13,2,27,6,2,A
7148,15,1,25,4,1,A
2931,13,2,26,6,1,A
137,14,2,27,7,2,B
2009,13,2,27,6,2,A
3621,13,3,26,6,3,B
9810,15,3,26,5,2,B
5639,14,2,27,5,2,A
1678,13,1,27,4,2,B
5263,15,3,25,7,2,B
4037,13,2,27,4,2,B
9718,14,2,26,6,2,A
3702,14,2,26,7,2,A
6591,14,3,27,5,3,B
6239,15,1,26,4,1,A
442,16,2,27,6,2,B
9144,14,2,26,4,2,B
7256,14,1,27,3,2,A
1231,15,3,26,8,2,A
9350,13,1,27,6,1,A
9781,15,2,26,4,2,A
7777,14,2,27,5,2,A
1145,13,2,26,5,2,A
6654,15,2,27,4,2,B
6941,17,2,26,5,2,B
3723,11,2,27,7,2,A
564,15,2,26,4,2,A
2259,14,3,26,8,2,B
5503,13,2,27,4,2,B
9356,15,3,26,7,2,B
3579,13,2,26,6,2,B
2928,15,2,26,6,2,A
7282,16,3,25,5,2,A
4414,14,2,26,7,2,A
2932,13,2,26,7,2,A
5090,12,2,27,7,2,A
6717,14,2,26,6,2,A
1930,14,1,27,5,1,A
9000,13,2,27,6,2,A
303,13,2,27,4,2,B
7389,14,2,26,6,1,A
8825,15,2,27,6,2,B
6157,14,2,27,5,2,A
9164,14,3,26,6,2,A
2635,14,2,27,4,2,A
7855,13,2,26,5,3,B
2386,12,3,26,6,3,B
4219,16,3,26,4,2,A
4926,14,2,26,5,2,A
5216,14,2,26,4,2,A
4490,14,3,26,6,2,A
4068,13,3,26,6,3,B
7474,14,2,26,6,2,A
7876,16,3,27,6,2,A
7735,14,1,27,3,2,A
5920,14,3,26,5,3,B
7024,13,2,26,6,2,A
7949,14,2,26,7,2,A
300,13,3,26,6,3,B
5593,13,2,26,5,3,B
3282,16,3,25,5,2,B
5980,14,2,26,5,2,A
4586,13,2,27,5,2,B
9237,14,1,27,4,1,A
7625,14,2,26,6,2,B
2384,15,2,26,4,2,A
3377,16,3,27,6,2,B
2504,13,3,26,6,2,B
7737,14,2,26,4,2,B
7605,14,2,26,5,2,A
1845,12,2,27,5,3,B
3823,14,3,26,5,2,B
7269,15,2,27,4,2,A
6509,13,2,26,7,2,A
4263,15,3,26,7,2,B
4314,13,2,26,7,2,A
723,12,2,27,7,2,A
2748,14,2,26,4,2,B
1538,15,2,27,4,2,A
4157,12,1,27,6,2,A
8926,11,1,27,3,2,B
5876,14,2,26,6,2,B
8585,14,3,27,6,3,A
6746,13,2,27,6,2,A
889,15,2,26,3,2,A
1088,14,2,26,4,2,A
6663,12,2,27,6,2,A
5702,16,2,25,5,1,A
6193,12,2,27,4,3,B
2997,16,3,25,5,2,A
3933,13,2,27,7,2,A
1985,16,2,26,3,2,A
8133,16,2,27,3,2,B
6336,13,2,27,6,2,A
3870,15,2,26,5,2,A
2444,12,2,26,6,2,B
7123,13,2,26,5,2,B
5111,14,1,27,5,1,B
6991,14,2,27,5,2,B
1987,15,3,26,5,2,A
7069,14,2,26,4,2,A
2903,13,2,26,3,2,B
5295,13,2,27,5,2,B
4121,13,2,27,7,2,A
1194,14,2,27,5,2,A
5755,14,1,27,5,2,A
7503,15,2,27,5,2,B
388,13,2,27,5,2,B
7581,14,2,26,6,2,A
8806,14,2,26,7,2,A
1243,14,2,26,6,2,B
4736,16,3,26,4,2,A
7866,13,2,26,6,2,A
9373,14,1,27,4,2,A
4728,16,2,26,2,2,A
7611,13,2,27,5,2,A
3937,13,3,26,5,3,B
3364,12,1,27,2,3,B
4981,16,3,26,6,2,B
717,13,2,26,5,2,A
6973,15,3,26,5,2,A
4951,14,2,26,5,2,A
2066,15,2,27,4,2,A
1793,14,1,26,5,1,A
9687,15,2,26,4,1,A
2765,13,2,26,6,2,A
6893,15,2,27,4,2,A
9628,14,3,26,6,2,B
4688,13,2,26,6,2,B
4494,14,2,26,7,2,B
6201,14,2,26,5,2,A
7247,13,2,26,6,2,A
9065,13,3,26,8,2,A
5273,14,2,26,6,2,A
7525,14,3,26,6,2,B
6832,13,2,26,5,2,B
1436,12,1,27,7,1,A
6750,14,2,27,4,2,A
6104,14,1,27,2,2,B
5028,14,3,26,7,2,A
1525,13,2,27,5,2,B
8437,13,2,26,7,2,A
3478,14,3,26,5,2,B
2944,13,3,26,6,3,B
6812,14,2,26,7,2,A
9634,15,2,26,6,2,B
7524,14,2,26,6,2,B
7718,14,2,27,5,2,B
1625,11,2,26,5,3,B
1530,16,3,26,6,2,B
6478,13,2,27,6,2,B
8736,17,3,25,4,2,A
5435,12,1,27,5,2,A
5342,15,3,27,5,3,A
9127,13,3,27,5,3,B
3744,15,2,26,4,2,B
6800,13,2,27,6,2,A
2301,13,2,27,4,2,B
9735,13,2,26,6,2,B
4717,13,2,27,5,2,B
4459,14,2,26,6,2,B
611,15,2,26,4,2,A
1006,15,2,26,5,2,A
8344,14,3,26,6,3,B
9094,12,1,27,8,1,A
9898,14,2,26,5,2,A
9092,13,1,27,6,1,A
1454,13,2,26,7,2,A
7702,14,2,26,7,2,B
6863,16,3,26,6,2,B
1509,14,3,27,6,2,A
8590,13,2,27,7,2,B
3283,13,2,27,6,2,A
3634,14,2,26,6,2,B
7212,15,3,26,6,2,B
9999,14,2,26,6,2,B
7169,15,3,27,7,2,B
8695,16,2,26,2,2,A
1484,13,2,27,7,2,A
6123,15,2,27,4,2,B
4607,14,2,26,6,2,A
8173,14,2,27,5,2,A
1272,14,3,26,6,3,B
7546,13,3,26,6,3,B
3726,13,1,26,6,1,B
6335,14,2,26,5,2,A
302,15,3,26,6,2,B
6696,15,3,26,7,2,B
5002,13,2,27,7,2,B
5431,12,1,27,6,2,A
8353,13,2,27,6,2,A
7726,14,2,26,6,2,A
1524,14,2,28,5,2,B
98,13,2,26,6,2,B
6055,13,1,26,6,1,A
3722,14,2,27,5,2,A
5268,12,1,27,8,1,A
5994,14,2,26,6,2,A
6393,15,2,26,4,2,A
6731,14,2,27,4,2,A
5811,13,2,26,7,2,A
8466,14,3,26,6,2,A
22,15,1,26,4,1,B
9351,15,2,26,5,1,B
7264,15,2,26,5,2,A
3444,14,2,27,7,2,B
9047,12,2,27,9,2,A
1541,15,3,27,5,2,A
5570,12,3,26,7,3,B
690,13,2,26,4,2,B
5266,13,2,26,5,2,B
6469,14,3,26,7,2,B
331,13,1,27,5,2,A
2673,16,3,26,7,2,B
48,13,2,26,6,2,B
9041,14,2,27,7,2,B
5009,13,2,27,6,2,A
8613,14,3,26,5,3,B
4158,14,2,26,6,2,A
8122,14,2,26,4,2,B
4841,13,1,27,5,2,A
691,12,2,27,6,2,B
24,16,2,26,4,2,A
6217,15,2,27,4,2,B
2815,11,2,27,7,3,B
6070,14,3,26,6,2,B
4350,16,3,27,6,2,B
6998,14,3,26,7,2,B
7984,15,3,26,8,2,B
6725,15,3,27,7,2,B
7440,14,2,26,6,2,A
230,14,3,27,6,2,B
6167,14,2,26,6,2,B
4266,13,2,27,6,2,A
7411,12,1,27,7,1,A
4003,15,2,26,6,2,A
8908,13,2,26,8,2,A
8332,13,2,26,6,2,A
3848,15,2,26,5,1,B
8445,14,2,26,6,2,A
2869,14,2,27,4,2,B
5055,13,3,26,5,2,B
8837,14,3,26,6,3,B
1830,15,2,26,4,2,A
708,14,2,26,5,2,A
5825,14,2,26,5,2,B
7828,13,2,27,5,2,B
7890,13,2,27,6,2,A
8515,13,2,27,5,2,A
2783,15,2,27,4,2,B
1609,14,2,27,6,2,B
621,16,2,26,3,2,A
3292,13,3,26,5,3,B
4601,13,2,27,5,2,A
3840,15,2,26,4,2,A
1575,13,3,26,7,3,B
9383,15,2,26,6,2,A
5455,13,1,27,6,2,A
7495,14,2,26,4,2,B
6188,13,2,26,4,2,A
4960,11,1,27,2,3,B
3707,13,2,26,7,1,A
2046,17,3,25,4,2,A
4184,14,2,26,5,2,B
2681,13,2,26,6,2,B
6169,16,3,26,4,2,A
5432,14,2,26,7,2,B
7156,15,3,26,6,2,B
7108,14,1,26,3,1,A
2338,14,2,26,5,2,B
4098,13,1,27,4,2,B
4701,12,1,27,5,1,A
6684,12,2,27,7,2,A
3411,15,2,27,6,2,B
8547,13,1,27,6,1,A
2345,13,1,27,5,2,A
5861,13,1,26,7,1,A
3538,14,3,26,6,3,A
6138,14,2,26,5,2,B
4873,12,1,27,7,1,A
5038,15,3,26,6,2,B
1362,15,2,26,5,2,A
1058,13,2,27,3,2,B
2414,14,3,27,5,3,B
8599,13,1,27,5,2,A
2115,14,2,27,5,2,A
7134,13,3,26,4,3,B
3193,14,3,27,6,2,A
9991,14,2,27,4,2,A
3388,15,2,26,5,2,A
3637,13,2,26,8,1,A
4635,13,2,26,8,2,A
3783,13,1,26,7,1,A
8287,14,2,27,5,2,B
5802,13,3,26,5,3,B
5421,13,2,26,5,2,A
7401,14,3,26,6,2,A
8774,13,1,27,6,2,A
5531,13,2,26,4,2,B
9872,14,3,26,5,3,B
4212,12,1,27,7,2,A
1666,14,1,26,3,2,A
4216,15,2,27,6,2,B
6244,12,1,26,8,1,A
8532,17,2,26,3,2,A
4637,15,2,26,8,2,B
9943,15,2,26,4,2,A
1568,13,2,26,5,2,B
1470,15,3,26,7,3,B
1308,14,2,26,5,2,B
1014,12,2,26,7,2,B
5202,15,3,26,6,2,A
3391,15,2,27,4,2,B
6661,15,2,26,5,2,B
1360,16,2,26,3,2,A
7929,14,2,26,5,2,A
7371,15,2,26,5,2,A
5581,14,3,26,6,2,B
5530,15,2,27,4,2,A
1621,13,1,27,5,1,A
5964,14,3,26,5,2,B
7675,16,3,26,6,2,B
3431,14,2,27,4,2,B
4269,15,2,26,4,2,A
4864,14,2,26,5,2,A
1785,14,2,27,6,2,B
5125,14,2,26,7,2,B
9370,15,3,25,6,2,A
4564,14,2,27,4,2,A
5456,16,2,26,3,2,A
9426,13,1,27,6,2,A
8471,14,2,26,5,2,B
2885,14,2,27,6,2,A
6063,14,2,27,4,2,A
1474,13,2,27,6,2,A
9528,14,2,27,6,2,A
7827,12,1,27,3,2,B
4495,14,3,26,5,2,A
5072,13,2,26,4,2,B
1701,13,2,27,6,2,B
5809,12,2,26,7,2,A
6699,15,3,27,6,2,B
3594,14,2,26,6,2,A
4782,15,2,27,5,2,B
2453,13,2,27,4,3,B
2819,12,1,27,5,1,A
4646,13,2,26,6,2,A
5873,16,2,25,4,2,A
1615,14,1,26,2,1,A
3236,14,2,26,7,2,A
5306,12,0,28,4,1,A
4120,15,3,26,6,2,B
8871,14,2,27,4,2,B
8898,12,2,27,7,2,A
2683,11,1,27,8,2,A
4111,13,3,26,7,3,B
6703,13,2,27,6,2,B
6834,14,2,26,7,2,B
1051,13,2,27,5,2,A
4307,16,3,27,7,2,B
3827,15,2,26,4,2,A
7226,13,1,27,6,1,A
1131,14,2,27,6,2,B
8064,16,3,26,6,2,B
9300,15,2,27,5,2,B
1597,13,1,27,4,2,A
8146,15,2,26,5,1,B
7715,14,1,27,4,2,A
9860,13,2,27,4,2,B
8670,14,2,26,5,2,A
2346,14,2,26,8,2,A
9282,15,2,25,4,2,A
8016,13,2,27,4,3,B
5829,14,3,25,7,2,B
7329,14,2,26,6,2,A
4829,13,1,27,5,1,A
7714,13,2,27,7,1,A
7610,12,2,27,6,2,B
7792,15,3,26,5,2,B
7240,16,2,26,3,2,A
6804,15,2,27,5,2,B
6961,13,1,27,4,1,A
7703,15,3,26,5,2,A
9479,14,2,26,6,1,A
8453,13,2,27,6,2,A
4569,12,2,27,4,3,B
4927,14,2,26,5,2,A
1527,16,2,26,4,2,A
6887,14,3,26,5,2,B
6141,12,1,27,7,1,B
1015,14,2,26,5,2,A
9794,13,2,26,6,2,A
4114,15,3,26,6,2,A
8920,13,3,26,7,2,B
9669,14,3,25,6,3,B
9482,16,2,26,2,2,A
8,14,3,26,6,2,B
6194,15,3,26,6,2,B
6028,16,3,26,4,2,B
5113,13,2,27,6,2,B
6914,14,2,27,4,2,B
500,13,1,26,3,2,B
5958,13,3,26,6,3,B
8929,14,2,26,6,2,A
2698,13,3,26,6,3,B
6590,14,2,26,6,2,A
3289,14,1,27,3,1,A
4475,14,3,25,7,2,B
1149,12,2,26,5,2,B
4752,14,2,27,6,2,A
9319,14,2,27,3,2,A
7572,15,3,26,6,2,B
815,15,3,27,7,2,B
2325,14,2,27,5,2,B
5831,15,2,27,5,2,B
1690,15,3,26,6,2,B
7593,14,2,26,5,2,B
4454,15,3,26,7,2,A
8408,13,2,27,5,2,B
9382,13,2,27,5,2,A
1816,14,2,27,3,2,B
8514,14,2,27,5,2,B
2034,13,2,26,6,2,A
7018,16,2,26,3,2,A
2481,13,2,27,6,2,A
3018,12,2,27,7,2,A
1439,14,2,26,7,2,A
3162,14,2,26,6,1,A
8390,15,2,27,7,1,B
5692,13,2,26,6,2,A
404,15,3,26,6,2,B
7406,14,2,26,5,2,A
4764,14,2,26,6,2,B
4589,15,3,27,6,3,B
6263,13,2,26,5,2,B
5547,14,1,26,4,1,A
5735,14,2,26,4,2,B
9248,15,3,26,7,2,B
3742,15,2,26,4,2,A
1317,14,2,27,4,2,B
7962,13,3,26,8,2,A
3144,14,2,26,7,2,A
2195,14,2,26,6,2,A
2057,14,2,26,6,2,A
35,15,2,26,4,2,A
82,12,1,27,6,2,A
2757,14,3,25,7,3,B
3329,12,1,27,3,2,B
4237,13,1,27,5,1,A
8499,15,2,26,5,2,A
6305,14,3,26,7,2,B
1884,16,3,26,3,2,A
593,14,2,27,4,2,B
15,12,2,27,7,2,A
4283,16,3,26,7,2,B
4871,15,3,26,7,2,B
1854,12,1,27,5,1,A
1187,13,3,26,5,3,B
1586,13,3,26,6,2,B
3918,14,1,28,4,2,B
1507,13,2,27,5,2,A
9949,13,2,26,7,1,A
9378,15,3,26,5,2,B
3541,15,3,26,7,3,B
9945,16,2,26,4,2,A
6562,16,3,25,5,2,A
6956,14,3,26,6,2,A
2223,14,3,26,6,2,A
835,15,3,26,5,2,A
3874,15,2,26,4,2,A
4670,14,2,26,6,2,A
6320,14,2,26,4,2,B
7054,15,2,26,5,2,A
9681,15,3,26,6,2,A
1468,13,2,26,6,2,B
6583,16,2,26,6,1,B
2995,14,3,26,6,2,B
868,15,3,26,7,2,B
9743,13,3,26,7,2,B
2311,13,1,26,3,2,B
1814,13,2,26,6,2,A
168,14,2,26,7,2,A
